PG.Genes,PG.ProteinDescriptions,PG.UniProtIds,PG.ProteinNames,PG.CellularComponent,PG.BiologicalProcess,PG.MolecularFunction,PG.Qvalue,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsIdentified,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsIdentified,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsIdentified,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsIdentified,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsIdentified,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsIdentified,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsIdentified,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsIdentified,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.NrOfPrecursorsUsedForQuantification,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.NrOfPrecursorsUsedForQuantification,[1] 22_0505_002_SSL2_ND_Non_23_01.wiff.PG.Quantity,[2] 22_0505_003_SSL2_ND_Inj_27_01.wiff.PG.Quantity,[3] 22_0505_004_SSL2_ND_Non_24_01.wiff.PG.Quantity,[4] 22_0505_005_SSL2_ND_Inj_28_01.wiff.PG.Quantity,[5] 22_0505_006_SSL2_ND_Non_25_01.wiff.PG.Quantity,[6] 22_0505_008_SSL2_ND_Non_26_01.wiff.PG.Quantity,[7] 22_0505_009_SSL2_ND_Inj_30_01.wiff.PG.Quantity,[8] 22_0505_010_SSL2_ND_Inj_29_02.wiff.PG.Quantity
Atp1b1,Sodium/potassium-transporting ATPase subunit beta-1,P14094,AT1B1_MOUSE,"intracellular,plasma membrane,sodium:potassium-exchanging ATPase complex,caveola,intercalated disc,membrane,basolateral plasma membrane,apical plasma membrane,sarcolemma,myelin sheath,extracellular exosome,extracellular vesicle","response to hypoxia,cellular calcium ion homeostasis,cellular sodium ion homeostasis,cell adhesion,potassium ion import,establishment or maintenance of transmembrane electrochemical gradient,regulation of gene expression,regulation of cardiac muscle contraction by calcium ion signaling,cellular potassium ion homeostasis,positive regulation of ATPase activity,sodium ion export from cell,ATP metabolic process,protein stabilization,relaxation of cardiac muscle,cardiac muscle contraction,protein localization to plasma membrane,membrane repolarization,ATP hydrolysis coupled transmembrane transport,positive regulation of potassium ion transmembrane transporter activity,regulation of calcium ion transmembrane transport,positive regulation of sodium ion export from cell,positive regulation of calcium:sodium antiporter activity,positive regulation of potassium ion import","ATPase activator activity,protein binding,protein C-terminus binding,protein kinase binding,MHC class II protein complex binding,ATPase binding,sodium:potassium-exchanging ATPase activity,ATP binding,drug binding,ATPase activity,potassium ion binding,sodium ion binding",2.893459160655651E-32,25,23,25,24,25,25,21,20,25,23,25,24,25,25,21,20,6311.90869140625,1564.4896240234375,5882.19384765625,5081.298828125,5455.5185546875,4358.45947265625,925.4151611328125,1137.8118896484375
C1qb,Complement C1q subcomponent subunit B,P14106,C1QB_MOUSE,"collagen trimer,extracellular space,extracellular exosome,blood microparticle","complement activation, classical pathway,innate immune response,inner ear development",protein homodimerization activity,4.6125736932106E-18,3,4,Filtered,4,2,1,4,2,3,4,Filtered,4,2,1,4,2,7.383844375610352,45.48830795288086,Filtered,719.3898315429688,2.3156800270080566,12.388596534729004,52.278846740722656,31.996688842773438
Rpl27a,60S ribosomal protein L27a,P14115,RL27A_MOUSE,"endoplasmic reticulum,cytosol,membrane,cytosolic large ribosomal subunit",cytoplasmic translation,"RNA binding,structural constituent of ribosome",1.4006424817652334E-43,10,11,11,11,10,11,11,11,10,11,11,11,10,11,11,11,982.7774658203125,1440.46630859375,650.93798828125,1206.7498779296875,732.6001586914062,1066.816650390625,1292.3336181640625,1475.2574462890625
Rps16,40S ribosomal protein S16,P14131,RS16_MOUSE,"focal adhesion,small ribosomal subunit,membrane,cytosolic small ribosomal subunit,extracellular matrix,extracellular exosome","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),rRNA processing,translation,ribosomal small subunit biogenesis,liver regeneration,cellular response to leukemia inhibitory factor","RNA binding,structural constituent of ribosome",8.529736938410402E-70,11,11,11,11,11,10,11,11,11,11,11,11,11,10,11,11,722.3601684570312,913.0126342773438,630.8659057617188,1556.67724609375,587.0736694335938,825.1412353515625,1170.6248779296875,1167.8155517578125
Rpl7,60S ribosomal protein L7,P14148,RL7_MOUSE,"nucleus,nucleolus,cytoplasm,polysome,focal adhesion,membrane,cytosolic large ribosomal subunit,intracellular ribonucleoprotein complex,extracellular exosome","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),cytoplasmic translation,rRNA processing,translation,ribosomal large subunit biogenesis","DNA binding,RNA binding,mRNA binding,structural constituent of ribosome,protein homodimerization activity",3.8959531360582144E-58,28,29,28,30,30,28,29,30,28,29,28,30,30,28,29,30,529.8026123046875,658.6275024414062,470.0374450683594,851.6832275390625,442.5090026855469,481.7121887207031,732.4027099609375,738.0664672851562
Mdh1,"Malate dehydrogenase, cytoplasmic",P14152,MDHC_MOUSE,"extracellular space,mitochondrion,cytosol,myelin sheath,extracellular exosome","carbohydrate metabolic process,tricarboxylic acid cycle,oxaloacetate metabolic process,malate metabolic process,NADH metabolic process","L-malate dehydrogenase activity,NAD binding",2.7190443861969514E-55,26,25,25,19,25,25,24,25,26,25,25,19,25,25,24,25,9708.08203125,5318.76220703125,9835.5771484375,2076.08837890625,9317.244140625,7953.01806640625,4000.13818359375,5266.45068359375
Rpsa,40S ribosomal protein SA,P14206,RSSA_MOUSE,"basement membrane,nucleus,cytoplasm,plasma membrane,small ribosomal subunit,membrane,cytosolic small ribosomal subunit,90S preribosome,neuronal cell body,extracellular exosome","ribosomal small subunit assembly,endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA),rRNA export from nucleus,translation,epithelial cell differentiation,cell-cell adhesion","RNA binding,structural constituent of ribosome,laminin receptor activity,ribosome binding,laminin binding",9.77072734329426E-36,23,25,23,23,22,24,23,24,23,25,23,23,22,24,23,24,875.3914184570312,1391.168701171875,902.2979125976562,1541.645263671875,868.8388671875,1013.2297973632812,1689.7867431640625,1423.2252197265625
Calr,Calreticulin,P14211,CALR_MOUSE,"acrosomal vesicle,extracellular region,extracellular space,nucleus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum lumen,smooth endoplasmic reticulum,Golgi apparatus,cytosol,polysome,focal adhesion,external side of plasma membrane,membrane,extracellular matrix,sarcoplasmic reticulum lumen,MHC class I peptide loading complex,phagocytic vesicle,perinuclear region of cytoplasm,extracellular exosome","negative regulation of transcription from RNA polymerase II promoter,peptide antigen assembly with MHC class I protein complex,protein export from nucleus,receptor-mediated endocytosis,spermatogenesis,positive regulation of cell proliferation,positive regulation of endothelial cell migration,positive regulation of gene expression,negative regulation of translation,cortical actin cytoskeleton organization,response to estradiol,negative regulation of intracellular steroid hormone receptor signaling pathway,response to testosterone,protein localization to nucleus,regulation of meiotic nuclear division,response to drug,negative regulation of neuron differentiation,positive regulation of DNA replication,positive regulation of cell cycle,negative regulation of transcription, DNA-templated,negative regulation of retinoic acid receptor signaling pathway,positive regulation of phagocytosis,protein stabilization,cardiac muscle cell differentiation,chaperone-mediated protein folding,negative regulation of cell cycle arrest,cellular response to lithium ion,cellular response to organic substance,cellular senescence,positive regulation of substrate adhesion-dependent cell spreading,negative regulation of trophoblast cell migration,positive regulation of NIK/NF-kappaB signaling,positive regulation of dendritic cell chemotaxis","RNA binding,mRNA binding,integrin binding,iron ion binding,calcium ion binding,protein binding,carbohydrate binding,ubiquitin protein ligase binding,peptide binding,hormone binding,androgen receptor binding,unfolded protein binding",9.59784550071587E-42,25,24,25,23,24,23,24,24,25,24,25,23,24,23,24,24,2073.40576171875,2444.2158203125,2063.33447265625,2594.5556640625,1845.7122802734375,1981.023193359375,2198.97021484375,2023.2332763671875
Slc2a2,"Solute carrier family 2, facilitated glucose transporter member 2",P14246,GTR2_MOUSE,"cytoplasm,plasma membrane,brush border,cell-cell junction,integral component of membrane,apical plasma membrane","carbohydrate transport,glucose transport,endocrine pancreas development,dehydroascorbic acid transport,glucose transmembrane transport","glucose transmembrane transporter activity,dehydroascorbic acid transporter activity,D-glucose transmembrane transporter activity",7.35151475713375E-36,4,2,4,3,5,4,4,3,4,2,4,3,5,4,4,3,220.5088348388672,60.86348342895508,223.94720458984375,121.07975769042969,230.55526733398438,221.98765563964844,29.521751403808594,68.27322387695312
H2-Ab1,"H-2 class II histocompatibility antigen, A beta chain",P14483,HB2A_MOUSE,,,,1.2649789383634076E-15,2,5,2,5,4,3,8,7,2,5,2,5,4,3,8,7,4.515847206115723,43.14474105834961,14.595393180847168,36.083953857421875,12.010518074035645,10.051036834716797,79.38570404052734,57.27186965942383
Srp54,Signal recognition particle 54 kDa protein,P14576,SRP54_MOUSE,"nucleus,cytoplasm,signal recognition particle, endoplasmic reticulum targeting,cytosol,nuclear speck,nucleolus",SRP-dependent cotranslational protein targeting to membrane,"RNA binding,GTP binding,drug binding,7S RNA binding,GDP binding,endoplasmic reticulum signal peptide binding,ribonucleoprotein complex binding,GTPase activity",9.7677873447159E-19,7,9,5,5,8,4,9,7,7,9,5,5,8,4,9,7,27.798545837402344,25.212528228759766,18.025150299072266,31.153133392333984,18.47538948059082,18.368309020996094,26.61854362487793,23.089401245117188
Hspb1,Heat shock protein beta-1;Isoform B of Heat shock protein beta-1,P14602;P14602-2,HSPB1_MOUSE,"proteasome complex,extracellular space,intracellular,nucleus,cytoplasm,spindle,plasma membrane,focal adhesion,Z disc,extracellular matrix,contractile fiber,extracellular exosome,axon cytoplasm;","retina homeostasis,regulation of protein phosphorylation,negative regulation of protein kinase activity,response to unfolded protein,response to virus,positive regulation of interleukin-1 beta production,intracellular signal transduction,cellular response to vascular endothelial growth factor stimulus,positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway,positive regulation of tumor necrosis factor biosynthetic process,regulation of I-kappaB kinase/NF-kappaB signaling,positive regulation of blood vessel endothelial cell migration,positive regulation of angiogenesis,chaperone-mediated protein folding,platelet aggregation,negative regulation of protein serine/threonine kinase activity,anterograde axonal protein transport,negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway,positive regulation of endothelial cell chemotaxis,negative regulation of apoptotic signaling pathway;","RNA binding,protein kinase C binding,protein kinase C inhibitor activity,protein kinase binding,identical protein binding,protein homodimerization activity,ubiquitin binding,protein binding involved in protein folding;",5.0285353728688895E-31,7,16,9,15,7,7,16,17,7,16,9,15,7,7,16,17,54.10837173461914,907.0673828125,48.949493408203125,501.6097106933594,41.71979904174805,52.36879348754883,1276.6373291015625,903.672607421875
Psmd3,26S proteasome non-ATPase regulatory subunit 3,P14685,PSMD3_MOUSE,"proteasome complex,nucleus,proteasome regulatory particle,proteasome regulatory particle, lid subcomplex,membrane,proteasome accessory complex,extracellular exosome","ubiquitin-dependent protein catabolic process,regulation of protein catabolic process,regulation of catalytic activity","protein binding,enzyme regulator activity",1.990942858724219E-36,21,24,22,24,22,21,24,23,21,24,22,24,22,21,24,23,115.33234405517578,192.18601989746094,114.12301635742188,231.22523498535156,136.12161254882812,136.89369201660156,184.6640167236328,170.03990173339844
Lmnb1,Lamin-B1,P14733,LMNB1_MOUSE,"nucleus,nuclear envelope,nuclear inner membrane,lamin filament,nucleoplasm,membrane,nuclear matrix,nuclear membrane","positive regulation of cyclin-dependent protein serine/threonine kinase activity involved in G2/M transition of mitotic cell cycle,positive regulation of JNK cascade","structural molecule activity,JUN kinase binding,phospholipase binding",3.0360323553026716E-45,36,38,37,37,34,32,37,37,36,38,37,37,34,32,37,37,186.58363342285156,410.8706970214844,163.58958435058594,524.1011352539062,172.53375244140625,171.8401336669922,493.1429748535156,458.40283203125
Crp,C-reactive protein,P14847,CRP_MOUSE,"extracellular space,extracellular exosome","acute-phase response,positive regulation of gene expression,negative regulation of macrophage derived foam cell differentiation,negative regulation of lipid storage,positive regulation of superoxide anion generation,Requires Ontology,regulation of interleukin-8 secretion","complement component C1q binding,calcium ion binding,low-density lipoprotein particle binding,identical protein binding,low-density lipoprotein particle receptor binding",6.0342953593803885E-18,1,1,Filtered,3,Filtered,Filtered,2,1,0,1,Filtered,3,Filtered,Filtered,2,0,NaN,5.041452884674072,Filtered,13.68641185760498,Filtered,Filtered,3.145435094833374,NaN
Rplp0,60S acidic ribosomal protein P0,P14869,RLA0_MOUSE,"nucleus,cytoplasm,endoplasmic reticulum,cytosol,focal adhesion,membrane,cytosolic large ribosomal subunit,dendrite,intracellular ribonucleoprotein complex,cytoplasmic ribonucleoprotein granule,extracellular exosome","lactation,response to selenium ion,ribosome biogenesis,cellular response to cAMP,cellular response to interleukin-4,cellular response to Thyroid stimulating hormone,cellular response to phorbol 13-acetate 12-myristate","RNA binding,structural constituent of ribosome,peptide binding",6.247433311763622E-57,23,24,21,24,22,24,24,24,23,24,21,24,22,24,24,24,765.07177734375,1149.6385498046875,775.5238647460938,1120.5545654296875,746.38037109375,645.5919189453125,1147.03515625,1034.799072265625
Map1b,Microtubule-associated protein 1B,P14873,MAP1B_MOUSE,"photoreceptor outer segment,cytosol,microtubule,microtubule associated complex,plasma membrane,postsynaptic density,cell junction,dendritic spine","microtubule bundle formation,microtubule-based process,axonogenesis,cellular process,dendrite development,negative regulation of intracellular transport,positive regulation of axon extension,mitochondrion transport along microtubule,axon extension,establishment of monopolar cell polarity","protein binding,cytoskeletal regulatory protein binding,microtubule binding",3.00301463830869E-11,2,2,1,3,2,1,4,4,2,2,1,3,2,1,4,4,9.479904174804688,5.8552141189575195,6.959972381591797,34.73381042480469,3.119596242904663,3.9930100440979004,9.93230152130127,4.035024642944336
Hmox1,Heme oxygenase 1,P14901,HMOX1_MOUSE,"nucleus,nucleolus,endoplasmic reticulum,endoplasmic reticulum membrane,cytosol,caveola,membrane,perinuclear region of cytoplasm","angiogenesis,wound healing involved in inflammatory response,heme oxidation,cellular iron ion homeostasis,response to oxidative stress,small GTPase mediated signal transduction,regulation of blood pressure,intrinsic apoptotic signaling pathway in response to DNA damage,negative regulation of muscle cell apoptotic process,positive regulation of macroautophagy,negative regulation of macroautophagy,cellular response to nutrient,negative regulation of mast cell cytokine production,erythrocyte homeostasis,regulation of transcription from RNA polymerase II promoter in response to iron,cellular response to heat,response to nicotine,heme catabolic process,heme metabolic process,response to hydrogen peroxide,positive regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,negative regulation of mast cell degranulation,negative regulation of DNA binding,negative regulation of sequence-specific DNA binding transcription factor activity,negative regulation of neuron apoptotic process,regulation of transcription from RNA polymerase II promoter in response to oxidative stress,response to estrogen,positive regulation of angiogenesis,positive regulation of smooth muscle cell proliferation,negative regulation of smooth muscle cell proliferation,protein homooligomerization,iron ion homeostasis,cellular response to arsenic-containing substance,cellular response to cadmium ion,cellular response to hypoxia,cellular response to cisplatin,liver regeneration,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of epithelial cell apoptotic process,negative regulation of vascular smooth muscle cell proliferation","heme oxygenase (decyclizing) activity,phospholipase D activity,signal transducer activity,enzyme binding,heme binding,protein homodimerization activity,metal ion binding",8.506072648120873E-20,6,7,5,8,4,5,7,8,6,7,5,8,4,5,7,8,12.639996528625488,86.99874877929688,7.163902282714844,105.99182891845703,8.199480056762695,18.810321807861328,45.249027252197266,47.42955780029297
Glul,Glutamine synthetase,P15105,GLNA_MOUSE,"nucleus,cytoplasm,mitochondrion,rough endoplasmic reticulum,cytosol,perikaryon,myelin sheath,protein complex,axon terminus,cell body,extracellular exosome,glial cell projection,astrocyte projection","glutamine biosynthetic process,cell proliferation,cellular response to starvation,response to glucose,ammonia assimilation cycle,positive regulation of insulin secretion,positive regulation of epithelial cell proliferation,protein homooligomerization,positive regulation of synaptic transmission, glutamatergic","magnesium ion binding,glutamate decarboxylase activity,glutamate-ammonia ligase activity,protein binding,ATP binding,glutamate binding,manganese ion binding,identical protein binding,dynein light chain binding",2.314439394590629E-40,19,19,19,21,21,20,20,20,19,19,19,21,21,20,20,20,495.8529052734375,132.9241943359375,485.8079528808594,255.52493286132812,530.017578125,463.6689758300781,124.93435668945312,201.70223999023438
Bpgm,Bisphosphoglycerate mutase,P15327,PMGE_MOUSE,"cytosol,extracellular exosome","gluconeogenesis,glycolytic process,regulation of pentose-phosphate shunt","bisphosphoglycerate mutase activity,hydrolase activity,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity",8.287854985158644E-34,8,4,9,8,8,9,7,6,8,4,9,8,8,9,7,6,37.27475357055664,7.561310768127441,35.39162826538086,60.3458251953125,67.93360137939453,65.05059051513672,12.286547660827637,9.46945858001709
Cyp2a4,Cytochrome P450 2A4,P15392,CP2A4_MOUSE,"endoplasmic reticulum membrane,cytoplasmic microtubule,organelle membrane","epoxygenase P450 pathway,response to stilbenoid,oxidation-reduction process","iron ion binding,coumarin 7-hydroxylase activity,arachidonic acid epoxygenase activity,steroid hydroxylase activity,enzyme binding,heme binding,aromatase activity",3.9911887934307514E-26,4,4,4,2,3,4,3,4,4,4,4,2,3,4,3,4,52.567893981933594,5.901826858520508,38.08658981323242,26.004417419433594,38.00507354736328,27.067354202270508,2.937166213989258,4.169289588928223
Nme1,Nucleoside diphosphate kinase A,P15532,NDKA_MOUSE,"nucleus,mitochondrion,mitochondrial outer membrane,centrosome,cytosol,intermediate filament,membrane,ruffle membrane,myelin sheath,perinuclear region of cytoplasm,extracellular exosome","negative regulation of myeloid leukocyte differentiation,nucleoside diphosphate phosphorylation,GTP biosynthetic process,UTP biosynthetic process,CTP biosynthetic process,DNA metabolic process,endocytosis,lactation,negative regulation of gene expression,positive regulation of neuron projection development,response to amine,hippocampus development,mammary gland development,response to testosterone,cellular response to drug,regulation of apoptotic process,positive regulation of DNA binding,positive regulation of epithelial cell proliferation,response to cAMP,cellular response to glucose stimulus,cellular response to fatty acid","magnesium ion binding,RNA polymerase II regulatory region sequence-specific DNA binding,single-stranded DNA binding,RNA binding,deoxyribonuclease activity,nucleoside diphosphate kinase activity,ATP binding,GTP binding,intermediate filament binding,protein kinase binding,identical protein binding,gamma-tubulin binding,ribosomal small subunit binding",3.60180493936615E-48,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,6561.5869140625,5659.76806640625,7069.9326171875,4515.0205078125,6556.03857421875,5990.443359375,5210.14794921875,5236.4248046875
Gstm2,Glutathione S-transferase Mu 2,P15626,GSTM2_MOUSE,cytoplasm,"glutathione metabolic process,nitrobenzene metabolic process,xenobiotic catabolic process,cellular detoxification of nitrogen compound","glutathione transferase activity,enzyme binding,protein homodimerization activity,glutathione binding,protein heterodimerization activity",7.67289748011545E-40,24,23,24,23,23,22,22,23,24,23,24,23,23,22,22,23,3697.594970703125,2581.41552734375,3417.9287109375,1793.323974609375,3803.169189453125,3201.54736328125,2504.768310546875,2164.82763671875
Hist1h1c,Histone H1.2,P15864,H12_MOUSE,"nucleosome,nucleus,nuclear euchromatin,transcriptionally active chromatin","negative regulation of transcription from RNA polymerase II promoter,nucleosome assembly,regulation of transcription from RNA polymerase II promoter,nucleosome positioning,histone H3-K4 trimethylation,histone H3-K27 trimethylation","DNA binding,RNA binding,protein binding,chromatin DNA binding",8.641837082972921E-35,5,6,6,6,5,5,6,6,5,6,6,6,5,5,6,6,287.21954345703125,532.5494995117188,103.72727966308594,552.36962890625,112.75431823730469,638.9808349609375,465.7994384765625,568.8485107421875
Klk1,Kallikrein-1,P15947,KLK1_MOUSE,"extracellular space,nucleus,protein complex,extracellular exosome",proteolysis,"endopeptidase activity,serine-type endopeptidase activity,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",6.004329073466374E-20,5,9,6,6,5,3,9,9,5,9,6,6,5,3,9,9,38.50871276855469,137.21888732910156,21.840341567993164,57.839935302734375,30.259035110473633,55.031280517578125,112.03721618652344,98.64505767822266
Ca3,Carbonic anhydrase 3,P16015,CAH3_MOUSE,cytosol,"one-carbon metabolic process,response to oxidative stress,dephosphorylation,response to ethanol","carbonate dehydratase activity,zinc ion binding,nickel cation binding,phosphatase activity",2.234703006288228E-52,24,24,22,26,20,26,26,26,24,24,22,26,20,26,26,26,238.3961944580078,188.74493408203125,127.68572998046875,1901.2071533203125,253.9660186767578,947.1347045898438,1688.146240234375,2907.490234375
Lgals1,Galectin-1,P16045,LEG1_MOUSE,"extracellular region,proteinaceous extracellular matrix,extracellular space,intracellular,nucleus,cytosol,cell surface,extracellular matrix,extracellular exosome","plasma cell differentiation,receptor-mediated endocytosis,apoptotic process,heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules,signal transduction,negative regulation of cell-substrate adhesion,negative regulation of neuron projection development,T cell costimulation,positive regulation of erythrocyte aggregation,response to isolation stress,response to drug,positive regulation of I-kappaB kinase/NF-kappaB signaling,myoblast differentiation,positive regulation of viral entry into host cell,response to axon injury,cellular response to glucose stimulus,cellular response to organic cyclic compound,maintenance of protein location","RNA binding,signal transducer activity,protein binding,galactose binding,carbohydrate binding,lactose binding,protein homodimerization activity,laminin binding",2.409517712496119E-46,10,15,9,15,10,9,14,13,10,15,9,15,10,9,14,13,1216.1883544921875,6090.3837890625,836.4922485351562,9893.5380859375,867.8466186523438,1579.9339599609375,8157.9755859375,5973.2607421875
Lgals3,Galectin-3;Galectin,P16110;Q8C253,LEG3_MOUSE;Q8C253_MOUSE,"immunological synapse,extracellular region,proteinaceous extracellular matrix,extracellular space,nucleus,spliceosomal complex,cytoplasm,mitochondrial inner membrane,external side of plasma membrane,cell surface,membrane,extracellular matrix,extracellular exosome,glial cell projection;","skeletal system development,monocyte chemotaxis,mRNA processing,receptor-mediated endocytosis,RNA splicing,cell differentiation,extracellular matrix organization,neutrophil chemotaxis,regulation of T cell proliferation,innate immune response,negative regulation of endocytosis,eosinophil chemotaxis,macrophage chemotaxis,negative regulation of T cell receptor signaling pathway,positive chemotaxis,regulation of T cell apoptotic process,mononuclear cell migration,positive regulation of mononuclear cell migration,positive regulation of calcium ion import,regulation of extrinsic apoptotic signaling pathway via death domain receptors,negative regulation of immunological synapse formation,negative regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell,negative regulation of extrinsic apoptotic signaling pathway,maintenance of protein location;","RNA binding,protein binding,IgE binding,carbohydrate binding,chemoattractant activity,laminin binding;",1.721119044643308E-29,11,15,12,14,12,15,14,14,11,15,12,14,12,15,14,14,82.90084838867188,237.22720336914062,42.297183990478516,336.59796142578125,47.37922286987305,172.1318359375,344.52593994140625,197.28639221191406
Ldhb,L-lactate dehydrogenase B chain,P16125,LDHB_MOUSE,"mitochondrion,cytosol,membrane,myelin sheath,membrane raft,extracellular exosome","carbohydrate metabolic process,lactate biosynthetic process from pyruvate,NAD metabolic process,oxidation-reduction process","L-lactate dehydrogenase activity,kinase binding,identical protein binding,NAD binding",5.118534529124833E-49,31,33,32,29,33,31,34,32,31,33,32,29,33,31,34,32,12459.3330078125,11873.0810546875,12817.1728515625,4522.97314453125,13249.4189453125,9640.3232421875,10626.80078125,9245.1904296875
F9,Coagulation factor IX,P16294,FA9_MOUSE,"extracellular space,extracellular exosome","proteolysis,blood coagulation,zymogen activation","endopeptidase activity,serine-type endopeptidase activity,calcium ion binding,peptidase activity",9.444383510823253E-26,4,7,4,7,6,6,7,7,4,7,4,7,6,6,7,7,15.603923797607422,16.539785385131836,11.686932563781738,30.906946182250977,10.043298721313477,11.480690956115723,22.907175064086914,15.645146369934082
Lcat,Phosphatidylcholine-sterol acyltransferase,P16301,LCAT_MOUSE,"extracellular space,high-density lipoprotein particle,extracellular exosome","phospholipid metabolic process,phosphatidylcholine biosynthetic process,cholesterol metabolic process,cholesterol transport,very-low-density lipoprotein particle remodeling,high-density lipoprotein particle remodeling,cholesterol esterification,lipoprotein biosynthetic process,cholesterol homeostasis,reverse cholesterol transport,phosphatidylcholine metabolic process,regulation of high-density lipoprotein particle assembly","phosphatidylcholine-sterol O-acyltransferase activity,apolipoprotein A-I binding",6.595214169275794E-35,1,2,Filtered,3,1,2,1,2,1,2,Filtered,3,0,2,1,2,17.174076080322266,8.393227577209473,Filtered,38.3904914855957,NaN,8.60077953338623,1.1382452249526978,11.71910572052002
Pah,Phenylalanine-4-hydroxylase,P16331,PH4H_MOUSE,extracellular exosome,"L-phenylalanine catabolic process,oxidation-reduction process","phenylalanine 4-monooxygenase activity,iron ion binding",1.1741086280297419E-43,39,35,40,33,40,39,31,34,39,35,40,33,40,39,31,34,1778.0654296875,473.78271484375,1878.4361572265625,235.60667419433594,2014.15966796875,1667.3751220703125,187.23587036132812,511.7256164550781
Mut,"Methylmalonyl-CoA mutase, mitochondrial",P16332,MUTA_MOUSE,"mitochondrion,mitochondrial matrix","post-embryonic development,homocysteine metabolic process","methylmalonyl-CoA mutase activity,cobalamin binding,metal ion binding,modified amino acid binding",2.5275026548359802E-42,26,24,26,25,26,25,24,25,26,24,26,25,26,25,24,25,915.4669799804688,370.75830078125,907.502197265625,297.8889465332031,979.4638671875,795.6788940429688,196.41383361816406,338.42279052734375
Enpep,Glutamyl aminopeptidase,P16406,AMPE_MOUSE,"lysosomal membrane,plasma membrane,brush border,external side of plasma membrane,integral component of membrane,apical plasma membrane,cytoplasmic vesicle,apical part of cell,extracellular exosome","angiogenesis,angiotensin maturation,regulation of systemic arterial blood pressure by renin-angiotensin,regulation of blood pressure,cell proliferation,cell migration,glomerulus development,peptide catabolic process","aminopeptidase activity,peptidase activity,metallopeptidase activity,zinc ion binding,peptide binding,metalloaminopeptidase activity",1.5393535058378594E-39,35,36,35,33,36,35,33,35,35,36,35,33,36,35,33,35,604.232177734375,462.63946533203125,587.741455078125,542.0445556640625,544.8023071289062,558.7923583984375,272.892822265625,466.51092529296875
Ass1,Argininosuccinate synthase,P16460,ASSY_MOUSE,"mitochondrion,cytosol,myelin sheath,extracellular exosome","urea cycle,citrulline metabolic process,argininosuccinate metabolic process,arginine biosynthetic process,aspartate metabolic process,positive regulation of nitric oxide biosynthetic process,cellular response to laminar fluid shear stress,negative regulation of leukocyte cell-cell adhesion","RNA binding,argininosuccinate synthase activity,ATP binding,amino acid binding,identical protein binding",1.0270936769492098E-51,52,47,50,43,50,51,45,48,52,47,50,43,50,51,45,48,29532.947265625,10866.337890625,28796.3125,9988.0712890625,26930.931640625,26709.03125,5538.52685546875,9885.5341796875
