Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process,Label
Injured / Non-injured,P82343;P82343-2,P82343;P82343-2,-0.418721756,0.418721756,0.009267485,0.00198963,16,P82343;P82343-2,Renbp,N-acylglucosamine 2-epimerase;Isoform 2 of N-acylglucosamine 2-epimerase,RENBP_MOUSE,9,-25.19128554,0.748087145,Injured,Non-injured,extracellular exosome;,"endopeptidase inhibitor activity,ATP binding,protein homodimerization activity,N-acylglucosamine 2-epimerase activity;","N-acetylglucosamine metabolic process,N-acetylmannosamine metabolic process,negative regulation of endopeptidase activity,N-acetylneuraminate catabolic process;",
Injured / Non-injured,E9QA46;Q9QXY9,E9QA46;Q9QXY9,-1.034063921,1.034063921,0.009304437,0.001995331,16,E9QA46;Q9QXY9,Pex3,Peroxisomal biogenesis factor 3,E9QA46_MOUSE;PEX3_MOUSE,2,-51.16673725,0.488332628,Injured,Non-injured,";nucleoplasm,peroxisome,peroxisomal membrane,integral component of peroxisomal membrane,endoplasmic reticulum,cytosol,integral component of plasma membrane,membrane,protein-lipid complex,protein complex",";lipid binding,protein dimerization activity",";peroxisome organization,peroxisome membrane biogenesis,protein import into peroxisome membrane",
Injured / Non-injured,G3X8X7;Q920Q4,G3X8X7;Q920Q4,1.731859106,1.731859106,0.009309043,0.001995331,14,G3X8X7;Q920Q4,Vps16,Vacuolar protein sorting 16 (Yeast);Vacuolar protein sorting-associated protein 16 homolog,G3X8X7_MOUSE;VPS16_MOUSE,8,232.1555696,3.321555696,Injured,Non-injured,";lysosome,lysosomal membrane,early endosome,late endosome,autophagosome,actin filament,clathrin-coated vesicle,HOPS complex,early endosome membrane,late endosome membrane,CORVET complex,recycling endosome,AP-3 adaptor complex",";actin binding,protein binding",";intracellular protein transport,vacuole organization,endosome to lysosome transport,endosomal transport,regulation of vacuole fusion, non-autophagic,regulation of SNARE complex assembly,viral entry into host cell,autophagosome maturation",
Injured / Non-injured,P35293,P35293,-0.241559111,0.241559111,0.009302859,0.001995331,16,P35293,Rab18,Ras-related protein Rab-18,RAB18_MOUSE,11,-15.41692652,0.845830735,Injured,Non-injured,"intracellular,Golgi apparatus,basal plasma membrane,apical plasma membrane,extracellular exosome,endoplasmic reticulum tubular network","GTPase activity,GTP binding,GDP binding","eye development,brain development,protein transport,lipid particle organization,nuclear import,endoplasmic reticulum tubular network organization",
Injured / Non-injured,Q8CDA1;Q8CDA1-2,Q8CDA1;Q8CDA1-2,-0.626759521,0.626759521,0.009307563,0.001995331,16,Q8CDA1;Q8CDA1-2,Inpp5f,Phosphatidylinositide phosphatase SAC2;Isoform 2 of Phosphatidylinositide phosphatase SAC2,SAC2_MOUSE,3,-35.23705581,0.647629442,Injured,Non-injured,"cytoplasm,early endosome,axon,dendrite,neuronal cell body,clathrin-coated endocytic vesicle,recycling endosome,clathrin-coated pit;","protein binding,inositol monophosphate 1-phosphatase activity,phosphatidylinositol phosphate 5-phosphatase activity,phosphatidylinositol phosphate 4-phosphatase activity,protein homodimerization activity,inositol monophosphate 3-phosphatase activity,inositol monophosphate 4-phosphatase activity;","positive regulation of receptor recycling,adult locomotory behavior,cardiac muscle hypertrophy in response to stress,phosphatidylinositol catabolic process,negative regulation of peptidyl-serine phosphorylation,negative regulation of tyrosine phosphorylation of STAT protein,phosphatidylinositol dephosphorylation,phosphatidylinositol-mediated signaling,negative regulation of axon regeneration,regulation of protein kinase B signaling,clathrin-dependent endocytosis,regulation of cell motility,regulation of endocytic recycling;",
Injured / Non-injured,Q8BHA3;Q8BHA3-2,Q8BHA3;Q8BHA3-2,-0.977234887,0.977234887,0.009361718,0.002005813,16,Q8BHA3;Q8BHA3-2,Dtd2,Probable D-tyrosyl-tRNA(Tyr) deacylase 2;Isoform 2 of Probable D-tyrosyl-tRNA(Tyr) deacylase 2,DTD2_MOUSE,2,-49.20476355,0.507952364,Injured,Non-injured,cytoplasm;,"aminoacyl-tRNA editing activity,D-tyrosyl-tRNA(Tyr) deacylase activity;","tRNA metabolic process,regulation of translational fidelity;",
Injured / Non-injured,Q9JHK4,Q9JHK4,-0.563749029,0.563749029,0.00939599,0.002012346,16,Q9JHK4,Rabggta,Geranylgeranyl transferase type-2 subunit alpha,PGTA_MOUSE,13,-32.34582037,0.676541796,Injured,Non-injured,Rab-protein geranylgeranyltransferase complex,"Rab geranylgeranyltransferase activity,zinc ion binding,Rab GTPase binding,protein heterodimerization activity","protein complex assembly,protein geranylgeranylation",
Injured / Non-injured,Q9EQH3,Q9EQH3,0.103902538,0.103902538,0.009399995,0.002012393,16,Q9EQH3,Vps35,Vacuolar protein sorting-associated protein 35,VPS35_MOUSE,31,7.467656986,1.07467657,Injured,Non-injured,"cytoplasm,lysosome,lysosomal membrane,endosome,early endosome,late endosome,cytosol,endosome membrane,postsynaptic density,integral component of membrane,retromer complex,retromer, cargo-selective complex,neuron projection,neuronal cell body,perinuclear region of cytoplasm,extracellular exosome,tubular endosome,mitochondrion-derived vesicle,mitochondrion","protein binding,protein transporter activity,D1 dopamine receptor binding","vacuolar protein processing,lysosome organization,positive regulation of gene expression,negative regulation of gene expression,regulation of mitochondrion organization,regulation of protein stability,protein destabilization,regulation of cellular protein metabolic process,negative regulation of protein homooligomerization,protein localization to organelle,retrograde transport, endosome to Golgi,mitochondrial fragmentation involved in apoptotic process,transcytosis,negative regulation of inflammatory response,voluntary musculoskeletal movement,positive regulation of dopamine receptor signaling pathway,negative regulation of cell death,positive regulation of Wnt protein secretion,positive regulation of mitochondrial fission,positive regulation of canonical Wnt signaling pathway,positive regulation of locomotion involved in locomotory behavior,mitochondrion to lysosome transport,neurotransmitter receptor transport, endosome to plasma membrane,negative regulation of neuron death,negative regulation of late endosome to lysosome transport,regulation of dendritic spine maintenance,positive regulation of dopamine biosynthetic process,positive regulation of cellular protein catabolic process,negative regulation of cellular protein localization,negative regulation of lysosomal protein catabolic process,retrograde transport, endosome to plasma membrane,regulation of terminal button organization",
Injured / Non-injured,B7ZCU0;B7ZCU2;B7ZCU3;B7ZCU4;B7ZCU5;J3QNK8;Q8CBW3;Q8CBW3-2;Q8CBW3-3;Q8CBW3-4;Q8CBW3-5,B7ZCU0;B7ZCU2;B7ZCU3;B7ZCU4;B7ZCU5;J3QNK8;Q8CBW3;Q8CBW3-2;Q8CBW3-3;Q8CBW3-4;Q8CBW3-5,0.33470913,0.33470913,0.009444956,0.002021205,16,B7ZCU0;B7ZCU2;B7ZCU3;B7ZCU4;B7ZCU5;J3QNK8;Q8CBW3;Q8CBW3-2;Q8CBW3-3;Q8CBW3-4;Q8CBW3-5,Abi1,Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Abl interactor 1;Isoform 2 of Abl interactor 1;Isoform 3 of Abl interactor 1;Isoform 4 of Abl interactor 1;Isoform 5 of Abl interactor 1,B7ZCU0_MOUSE;B7ZCU2_MOUSE;B7ZCU3_MOUSE;B7ZCU4_MOUSE;B7ZCU5_MOUSE;J3QNK8_MOUSE;ABI1_MOUSE;ABI1_MOUSE;ABI1_MOUSE;ABI1_MOUSE;ABI1_MOUSE,11,26.1123121,1.261123121,Injured,Non-injured,";;;;;;intracellular,nucleus,cytoskeleton,postsynaptic density,lamellipodium,cell junction,filopodium,growth cone,SCAR complex,cell leading edge,neuron projection,postsynaptic membrane,extracellular exosome;;;;",";;;;;;protein binding,SH3 domain binding,protein tyrosine kinase activator activity,protein complex binding,cadherin binding;;;;",";;;;;;somitogenesis,actin polymerization or depolymerization,peptidyl-tyrosine phosphorylation,megakaryocyte development,dendrite morphogenesis,positive regulation of protein tyrosine kinase activity,lamellipodium morphogenesis;;;;",
Injured / Non-injured,Q8CJ53;Q8CJ53-2;Q8CJ53-3;Q8CJ53-4,Q8CJ53;Q8CJ53-2;Q8CJ53-3;Q8CJ53-4,1.267898125,1.267898125,0.009463711,0.002024405,16,Q8CJ53;Q8CJ53-2;Q8CJ53-3;Q8CJ53-4,Trip10,Cdc42-interacting protein 4;Isoform 2 of Cdc42-interacting protein 4;Isoform 3 of Cdc42-interacting protein 4;Isoform 4 of Cdc42-interacting protein 4,CIP4_MOUSE,4,140.810471,2.40810471,Injured,Non-injured,"phagocytic cup,nucleoplasm,lysosome,Golgi apparatus,microtubule,cell cortex,cell projection,intracellular membrane-bounded organelle,extracellular exosome;;;","protein binding,lipid binding,identical protein binding;;;","endocytosis,actin cytoskeleton organization;;;",
Injured / Non-injured,D5MCW4;Q9CQ89,D5MCW4;Q9CQ89,0.789989894,0.789989894,0.009505957,0.002032624,16,D5MCW4;Q9CQ89,Cuta,Protein CutA,D5MCW4_MOUSE;CUTA_MOUSE,2,72.90623512,1.729062351,Injured,Non-injured,";membrane,extracellular exosome",";copper ion binding,enzyme binding",";protein localization,response to metal ion",
Injured / Non-injured,Q9D3P8,Q9D3P8,1.127001193,1.127001193,0.009584798,0.002048659,16,Q9D3P8,Plgrkt,Plasminogen receptor (KT),PLRKT_MOUSE,2,118.4042898,2.184042898,Injured,Non-injured,"mitochondrion,integral component of plasma membrane",protein binding,"chemotaxis,inflammatory response,positive regulation of plasminogen activation",
Injured / Non-injured,F8WHU5;Q4VA53;Q4VA53-3,F8WHU5;Q4VA53;Q4VA53-3,0.567415872,0.567415872,0.009605104,0.002052175,16,F8WHU5;Q4VA53;Q4VA53-3,Pds5b,Sister chromatid cohesion protein PDS5 homolog B;Sister chromatid cohesion protein PDS5 homolog B;Isoform 3 of Sister chromatid cohesion protein PDS5 homolog B,F8WHU5_MOUSE;PDS5B_MOUSE;PDS5B_MOUSE,6,48.18668997,1.4818669,Injured,Non-injured,";chromatin,nucleus,nucleoplasm;",";molecular_function,DNA binding;",";DNA repair,mitotic sister chromatid cohesion,negative regulation of cell proliferation,regulation of cell proliferation,cell division;",
Injured / Non-injured,P15327,P15327,-1.197608179,1.197608179,0.009744429,0.002081106,16,P15327,Bpgm,Bisphosphoglycerate mutase,PMGE_MOUSE,9,-56.40024838,0.435997516,Injured,Non-injured,"cytosol,extracellular exosome","bisphosphoglycerate mutase activity,hydrolase activity,2,3-bisphosphoglycerate-dependent phosphoglycerate mutase activity","gluconeogenesis,glycolytic process,regulation of pentose-phosphate shunt",
Injured / Non-injured,A0A0G2JGL8;Q99PU8;Q99PU8-2;Q99PU8-3,A0A0G2JGL8;Q99PU8;Q99PU8-2;Q99PU8-3,-0.579813735,0.579813735,0.009785915,0.002089128,16,A0A0G2JGL8;Q99PU8;Q99PU8-2;Q99PU8-3,Dhx30,Putative ATP-dependent RNA helicase DHX30;Putative ATP-dependent RNA helicase DHX30;Isoform 2 of Putative ATP-dependent RNA helicase DHX30;Isoform 3 of Putative ATP-dependent RNA helicase DHX30,A0A0G2JGL8_MOUSE;DHX30_MOUSE;DHX30_MOUSE;DHX30_MOUSE,3,-33.09498476,0.669050152,Injured,Non-injured,";cytoplasm,mitochondrion,cytosol,ribonucleoprotein granule,mitochondrial nucleoid;;",";chromatin binding,RNA binding,double-stranded RNA binding,ATP-dependent RNA helicase activity,ATP binding;;",";RNA processing,mitochondrial large ribosomal subunit assembly;;",
Injured / Non-injured,P35585,P35585,0.27861506,0.27861506,0.009799416,0.002091171,16,P35585,Ap1m1,AP-1 complex subunit mu-1,AP1M1_MOUSE,11,21.30298567,1.213029857,Injured,Non-injured,"trans-Golgi network,membrane,clathrin adaptor complex,clathrin-coated vesicle membrane,extracellular exosome",protein binding,"intracellular protein transport,vesicle-mediated transport,melanosome organization,endosome to melanosome transport",
Injured / Non-injured,E9PYF4,E9PYF4,-0.858128976,0.858128976,0.009847885,0.002100671,16,E9PYF4,Lmo7,Protein Lmo7,E9PYF4_MOUSE,10,-44.83324507,0.551667549,Injured,Non-injured,"cell-cell adherens junction,focal adhesion,apical plasma membrane","ubiquitin-protein transferase activity,protein C-terminus binding,actinin binding,metal ion binding","protein ubiquitination,regulation of signaling,regulation of cell adhesion,cell-cell adhesion",
Injured / Non-injured,Q9JK81,Q9JK81,0.212376347,0.212376347,0.010069743,0.002147136,16,Q9JK81,Myg1,"UPF0160 protein MYG1, mitochondrial",MYG1_MOUSE,14,15.85950025,1.158595002,Injured,Non-injured,"nucleus,nucleoplasm,mitochondrion,extracellular exosome",molecular_function,locomotory exploration behavior,
Injured / Non-injured,Q9Z2H7,Q9Z2H7,-0.31811697,0.31811697,0.0100954,0.002151744,16,Q9Z2H7,Gipc2,PDZ domain-containing protein GIPC2,GIPC2_MOUSE,8,-19.78838698,0.80211613,Injured,Non-injured,"cytoplasm,extracellular exosome,vesicle","protein binding,identical protein binding",biological_process,
Injured / Non-injured,Q62009;Q62009-2;Q62009-3;Q62009-5,Q62009;Q62009-2;Q62009-3;Q62009-5,1.739797262,1.739797262,0.010110635,0.002154128,12,Q62009;Q62009-2;Q62009-3;Q62009-5,Postn,Periostin;Isoform 2 of Periostin;Isoform 3 of Periostin;Isoform 5 of Periostin,POSTN_MOUSE,18,233.9882299,3.339882299,Injured,Non-injured,"proteinaceous extracellular matrix,extracellular space,trans-Golgi network,extracellular matrix,neuromuscular junction;;;","heparin binding,metal ion binding;;;","response to hypoxia,negative regulation of cell-matrix adhesion,regulation of systemic arterial blood pressure,cell adhesion,regulation of Notch signaling pathway,response to mechanical stimulus,tissue development,response to muscle activity,positive regulation of smooth muscle cell migration,extracellular matrix organization,response to estradiol,cellular response to fibroblast growth factor stimulus,cellular response to vitamin K,cellular response to tumor necrosis factor,cellular response to transforming growth factor beta stimulus,negative regulation of substrate adhesion-dependent cell spreading,positive regulation of chemokine (C-C motif) ligand 2 secretion,neuron projection extension,bone regeneration;;;",
Injured / Non-injured,Q640N1;Q640N1-2,Q640N1;Q640N1-2,2.450471213,2.450471213,0.010116995,0.00215462,16,Q640N1;Q640N1-2,Aebp1,Adipocyte enhancer-binding protein 1;Isoform 2 of Adipocyte enhancer-binding protein 1,AEBP1_MOUSE,14,446.5946023,5.465946023,Injured,Non-injured,"extracellular space,nucleus,cytoplasm,extracellular exosome,extracellular matrix;","RNA polymerase II regulatory region sequence-specific DNA binding,transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific binding,transcription corepressor activity,carboxypeptidase activity,metallocarboxypeptidase activity,serine-type carboxypeptidase activity,calmodulin binding,zinc ion binding;","negative regulation of transcription from RNA polymerase II promoter,transcription, DNA-templated,regulation of transcription, DNA-templated,peptide metabolic process,protein processing;",
Injured / Non-injured,P29391;Q9CPX4,P29391;Q9CPX4,3.182195611,3.182195611,0.010174029,0.0021659,16,P29391;Q9CPX4,Ftl1;Ftl1-ps1,Ferritin light chain 1;Ferritin,FRIL1_MOUSE;Q9CPX4_MOUSE,3,807.6874506,9.076874506,Injured,Non-injured,"extracellular region,cytoplasm,intracellular ferritin complex,membrane,autolysosome,extracellular exosome,endocytic vesicle lumen;","iron ion binding,protein binding,ferric iron binding,identical protein binding;","iron ion transport,intracellular sequestering of iron ion,receptor-mediated endocytosis;",
Injured / Non-injured,A0A0R4J0F6;Q99KY4;Q99KY4-2,A0A0R4J0F6;Q99KY4;Q99KY4-2,0.423604585,0.423604585,0.010307581,0.002193453,16,A0A0R4J0F6;Q99KY4;Q99KY4-2,Gak,Cyclin-G-associated kinase;Cyclin-G-associated kinase;Isoform 2 of Cyclin-G-associated kinase,A0A0R4J0F6_MOUSE;GAK_MOUSE;GAK_MOUSE,9,34.12745565,1.341274557,Injured,Non-injured,";Golgi apparatus,cytosol,focal adhesion,membrane,vesicle,intracellular membrane-bounded organelle,perinuclear region of cytoplasm;",";protein serine/threonine kinase activity,protein binding,ATP binding;",";protein phosphorylation,receptor-mediated endocytosis,endoplasmic reticulum organization,Golgi organization,cell cycle,epidermal cell differentiation,negative regulation of neuron projection development,intrahepatic bile duct development,cell development,forebrain morphogenesis,establishment of skin barrier,clathrin coat disassembly,clathrin-dependent endocytosis,establishment of protein localization to Golgi,protein localization to plasma membrane,Golgi to lysosome transport,clathrin-coated pit assembly,positive regulation of neural precursor cell proliferation;",
Injured / Non-injured,P32233,P32233,0.003009263,0.003009263,0.010322911,0.002195837,16,P32233,Drg1,Developmentally-regulated GTP-binding protein 1,DRG1_MOUSE,7,0.208803931,1.002088039,Injured,Non-injured,"cytosol,polysome,membrane,nuclear body","protein binding,GTP binding,identical protein binding",,
Injured / Non-injured,Q99N91,Q99N91,-1.234324519,1.234324519,0.010353002,0.002201358,12,Q99N91,Mrpl34,"39S ribosomal protein L34, mitochondrial",RM34_MOUSE,2,-57.49585392,0.425041461,Injured,Non-injured,"mitochondrion,mitochondrial large ribosomal subunit",structural constituent of ribosome,translation,
Injured / Non-injured,Q9QXS8,Q9QXS8,-0.705388976,0.705388976,0.010406222,0.00221179,16,Q9QXS8,Cml5,Probable N-acetyltransferase CML5,CMLO5_MOUSE,2,-38.67228841,0.613277116,Injured,Non-injured,"endoplasmic reticulum,Golgi apparatus,integral component of membrane,extracellular space",N-acetyltransferase activity,"gastrulation with mouth forming second,negative regulation of cell adhesion,determination of left/right symmetry,heart development",
Injured / Non-injured,G3X9D6,G3X9D6,4.529537398,4.529537398,0.010478986,0.002226366,16,G3X9D6,Apon,"Apolipoprotein N, isoform CRA_a",G3X9D6_MOUSE,3,2209.546035,23.09546035,Injured,Non-injured,"extracellular space,cytoplasm",molecular_function,biological_process,
Injured / Non-injured,Q61646,Q61646,1.386592085,1.386592085,0.010499041,0.002228847,16,Q61646,Hp,Haptoglobin,HPT_MOUSE,19,161.4603326,2.614603326,Injured,Non-injured,"extracellular space,haptoglobin-hemoglobin complex,extracellular exosome,blood microparticle","antioxidant activity,hemoglobin binding","immune system process,acute-phase response,Notch signaling pathway,positive regulation of cell death,response to hydrogen peroxide,defense response to bacterium,negative regulation of oxidoreductase activity,cellular oxidant detoxification,negative regulation of hydrogen peroxide catabolic process",
Injured / Non-injured,Q9D287,Q9D287,0.768801143,0.768801143,0.010495313,0.002228847,16,Q9D287,Bcas2,Pre-mRNA-splicing factor SPF27,SPF27_MOUSE,3,70.38533197,1.70385332,Injured,Non-injured,"Prp19 complex,spliceosomal complex,nucleolus,centrosome,nuclear speck,precatalytic spliceosome,catalytic step 2 spliceosome,DNA replication factor A complex",molecular_function,"mRNA splicing, via spliceosome",
Injured / Non-injured,Q9CPX7,Q9CPX7,-0.786767602,0.786767602,0.010547868,0.002238319,16,Q9CPX7,Mrps16,"28S ribosomal protein S16, mitochondrial",RT16_MOUSE,2,-42.03586595,0.57964134,Injured,Non-injured,"mitochondrion,mitochondrial small ribosomal subunit,cytosol",structural constituent of ribosome,mitochondrial translation,
Injured / Non-injured,A0A0R4J032;P06683,A0A0R4J032;P06683,3.283512234,3.283512234,0.010612328,0.0022511,16,A0A0R4J032;P06683,C9,Complement component 9;Complement component C9,A0A0R4J032_MOUSE;CO9_MOUSE,19,873.7235498,9.737235498,Injured,Non-injured,";membrane attack complex,extracellular space,cytosol,plasma membrane,other organism cell membrane,extracellular exosome,blood microparticle",;,";cell killing,complement activation, alternative pathway,complement activation, classical pathway,cytolysis,protein homooligomerization",
Injured / Non-injured,Q9D2G2,Q9D2G2,-0.614353413,0.614353413,0.010667194,0.002261836,16,Q9D2G2,Dlst,"Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial",ODO2_MOUSE,15,-34.67774106,0.653222589,Injured,Non-injured,"nucleus,mitochondrion,membrane,myelin sheath,oxoglutarate dehydrogenase complex,extracellular exosome",dihydrolipoyllysine-residue succinyltransferase activity,"tricarboxylic acid cycle,L-lysine catabolic process to acetyl-CoA via saccharopine",
Injured / Non-injured,A0A0N4SUH8;Q9QZ23,A0A0N4SUH8;Q9QZ23,-0.358365134,0.358365134,0.010724015,0.002272073,16,A0A0N4SUH8;Q9QZ23,Nfu1,"NFU1 iron-sulfur cluster scaffold homolog, mitochondrial;NFU1 iron-sulfur cluster scaffold homolog, mitochondrial",A0A0N4SUH8_MOUSE;NFU1_MOUSE,5,-21.99519685,0.780048031,Injured,Non-injured,";nucleus,nucleoplasm,mitochondrion,cytosol",";iron ion binding,protein binding,4 iron, 4 sulfur cluster binding",;iron-sulfur cluster assembly,
Injured / Non-injured,P47791;P47791-2,P47791;P47791-2,-0.164978027,0.164978027,0.010720013,0.002272073,16,P47791;P47791-2,Gsr,"Glutathione reductase, mitochondrial;Isoform Cytoplasmic of Glutathione reductase, mitochondrial",GSHR_MOUSE,20,-10.80578961,0.891942104,Injured,Non-injured,"mitochondrion,external side of plasma membrane,extracellular exosome;","glutathione-disulfide reductase activity,electron carrier activity,flavin adenine dinucleotide binding,NADP binding;","glutathione metabolic process,cell redox homeostasis,oxidation-reduction process,cellular oxidant detoxification;",
Injured / Non-injured,G5E8A0;Q8CI95,G5E8A0;Q8CI95,0.350925405,0.350925405,0.010738846,0.00227431,16,G5E8A0;Q8CI95,Osbpl11,Oxysterol-binding protein;Oxysterol-binding protein-related protein 11,G5E8A0_MOUSE;OSB11_MOUSE,3,27.53784464,1.275378446,Injured,Non-injured,";nucleoplasm,Golgi apparatus,late endosome membrane",";molecular_function,lipid binding",";lipid transport,positive regulation of sequestering of triglyceride,fat cell differentiation",
Injured / Non-injured,Q62074,Q62074,0.741905089,0.741905089,0.010792939,0.002284856,16,Q62074,Prkci,Protein kinase C iota type,KPCI_MOUSE,3,67.23827748,1.672382775,Injured,Non-injured,"Golgi membrane,nucleus,cytoplasm,endosome,cytosol,bicellular tight junction,microtubule cytoskeleton,apical plasma membrane,cell leading edge,Schmidt-Lanterman incisure,protein complex,intercellular bridge,apical part of cell,extracellular exosome","protein kinase activity,protein serine/threonine kinase activity,protein kinase C activity,protein binding,ATP binding,phospholipid binding,protein domain specific binding,metal ion binding","protein phosphorylation,actin filament organization,positive regulation of neuron projection development,cell migration,peptidyl-serine phosphorylation,cellular response to insulin stimulus,negative regulation of glial cell apoptotic process,cellular protein localization,establishment of apical/basal cell polarity,intracellular signal transduction,eye photoreceptor cell development,negative regulation of neuron apoptotic process,cell-cell junction organization,positive regulation of glucose import,Golgi vesicle budding,positive regulation of NF-kappaB transcription factor activity,positive regulation of glial cell proliferation,response to interleukin-1,positive regulation of protein localization to plasma membrane,positive regulation of endothelial cell apoptotic process",
Injured / Non-injured,A0A0N4SVU8;Q9DCS1,A0A0N4SVU8;Q9DCS1,0.748320771,0.748320771,0.010810258,0.002287612,16,A0A0N4SVU8;Q9DCS1,Tmem176a,Transmembrane protein 176A (Fragment);Transmembrane protein 176A,A0A0N4SVU8_MOUSE;T176A_MOUSE,3,67.98364418,1.679836442,Injured,Non-injured,;integral component of membrane,;protein binding,;negative regulation of dendritic cell differentiation,
Injured / Non-injured,P35700,P35700,-0.152596256,0.152596256,0.010821697,0.002289122,16,P35700,Prdx1,Peroxiredoxin-1,PRDX1_MOUSE,21,-10.03699579,0.899630042,Injured,Non-injured,"extracellular space,nucleus,cytoplasm,mitochondrion,cytosol,extracellular matrix,myelin sheath,extracellular exosome","RNA binding,peroxidase activity,protein binding,thioredoxin peroxidase activity,identical protein binding,cadherin binding","response to reactive oxygen species,retina homeostasis,response to oxidative stress,cell proliferation,removal of superoxide radicals,natural killer cell activation,regulation of stress-activated MAPK cascade,erythrocyte homeostasis,natural killer cell mediated cytotoxicity,regulation of NF-kappaB import into nucleus,hydrogen peroxide catabolic process,cell redox homeostasis,oxidation-reduction process",
Injured / Non-injured,E9PZD8;G3X8Q5;G3X9T8;Q61147,E9PZD8;G3X8Q5;G3X9T8;Q61147,2.096518018,2.096518018,0.010992199,0.002324265,16,E9PZD8;G3X8Q5;G3X9T8;Q61147,Cp,Ceruloplasmin,E9PZD8_MOUSE;G3X8Q5_MOUSE;G3X9T8_MOUSE;CERU_MOUSE,45,327.6759315,4.276759315,Injured,Non-injured,";;;extracellular space,lysosomal membrane,extracellular exosome,blood microparticle",";;;ferroxidase activity,copper ion binding,chaperone binding",";;;copper ion transport,cellular iron ion homeostasis,oxidation-reduction process",
Injured / Non-injured,Q8K1B8,Q8K1B8,1.673334668,1.673334668,0.011102751,0.002346708,16,Q8K1B8,Fermt3,Fermitin family homolog 3,URP2_MOUSE,12,218.9509705,3.189509705,Injured,Non-injured,"podosome,membrane,cell junction,cell projection,extracellular exosome","integrin binding,protein binding","leukocyte cell-cell adhesion,integrin-mediated signaling pathway,positive regulation of cell migration,integrin activation,regulation of cell-cell adhesion mediated by integrin,substrate adhesion-dependent cell spreading,platelet aggregation",
Injured / Non-injured,D3Z6S1;Q8BM55,D3Z6S1;Q8BM55,0.388614595,0.388614595,0.011173595,0.002359928,16,D3Z6S1;Q8BM55,Tmem214,Transmembrane protein 214,D3Z6S1_MOUSE;TM214_MOUSE,5,30.91356503,1.30913565,Injured,Non-injured,";endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,cytosol,cytoplasmic microtubule,integral component of membrane",;molecular_function,";apoptotic process,biological_process",
Injured / Non-injured,Q6PGB6;Q6PGB6-2;Q6PGB6-3;Q6PGB6-4,Q6PGB6;Q6PGB6-2;Q6PGB6-3;Q6PGB6-4,-0.164814947,0.164814947,0.011174169,0.002359928,16,Q6PGB6;Q6PGB6-2;Q6PGB6-3;Q6PGB6-4,Naa50,N-alpha-acetyltransferase 50;Isoform 2 of N-alpha-acetyltransferase 50;Isoform 3 of N-alpha-acetyltransferase 50;Isoform 4 of N-alpha-acetyltransferase 50,NAA50_MOUSE,4,-10.79570665,0.892042934,Injured,Non-injured,"nucleus,cytoplasm,cytosol,NatA complex,extracellular exosome;;;","peptide alpha-N-acetyltransferase activity,protein binding,N-acetyltransferase activity,H4 histone acetyltransferase activity,peptidyl-lysine acetyltransferase activity;;;","N-terminal protein amino acid acetylation,mitotic sister chromatid cohesion,histone acetylation,establishment of mitotic sister chromatid cohesion,histone H4 acetylation,mitotic sister chromatid cohesion, centromeric;;;",
Injured / Non-injured,P70452,P70452,-1.145942557,1.145942557,0.011227933,0.002370341,16,P70452,Stx4,Syntaxin-4,STX4_MOUSE,5,-54.81056442,0.451894356,Injured,Non-injured,"storage vacuole,extracellular space,intracellular,cytoplasm,endosome,trans-Golgi network,plasma membrane,synaptic vesicle,cell surface,membrane,integral component of membrane,basolateral plasma membrane,lamellipodium,SNARE complex,myelin sheath adaxonal region,somatodendritic compartment,specific granule,dendritic spine,lateral loop,synapse,perinuclear region of cytoplasm,extracellular exosome","SNARE binding,SNAP receptor activity,protein binding,sphingomyelin phosphodiesterase activator activity","intracellular protein transport,positive regulation of cell proliferation,synaptic vesicle exocytosis,regulation of exocytosis,positive regulation of cell migration,synaptic vesicle fusion to presynaptic active zone membrane,response to hydroperoxide,SNARE complex assembly,positive regulation of insulin secretion involved in cellular response to glucose stimulus,positive regulation of catalytic activity,positive regulation of eosinophil degranulation,positive regulation of cell adhesion,vesicle docking,organelle fusion,positive regulation of chemotaxis,positive regulation of immunoglobulin secretion,long-term synaptic potentiation,membrane organization,regulation of extrinsic apoptotic signaling pathway via death domain receptors,positive regulation of protein localization to plasma membrane,positive regulation of protein localization to cell surface",
Injured / Non-injured,E9PWQ3,E9PWQ3,1.529203507,1.529203507,0.011250939,0.002374256,16,E9PWQ3,Col6a3,Protein Col6a3,E9PWQ3_MOUSE,87,188.6264482,2.886264482,Injured,Non-injured,"proteinaceous extracellular matrix,collagen trimer,extracellular space,extracellular matrix,sarcolemma,extracellular exosome,extracellular vesicle",serine-type endopeptidase inhibitor activity,negative regulation of endopeptidase activity,
